step,ee_x,ee_y,ee_z,grip,a0,a1,a2,a3,a4,a5,a6,a7
14,0.5004939,0.015757209,0.4464492,0.040387955,0.0021570157259702682,0.012944396585226059,-0.004974776413291693,0.0026806122623384,-0.0022002614568918943,0.07062619924545288,-0.9974968433380127,-0.05133857950568199
15,0.5006643,0.016642543,0.44624758,0.040387955,0.002382630482316017,0.013478442095220089,-0.005497841164469719,0.0026401965878903866,-0.002378186210989952,0.06628521531820297,-0.9977943897247314,-0.0513804666697979
16,0.50117815,0.019112991,0.44561338,0.040387955,0.002265287097543478,0.01324496977031231,-0.006179948803037405,0.0025649145245552063,-0.002835830906406045,0.05717495083808899,-0.9983568787574768,-0.05146769434213638
17,0.5017263,0.021414237,0.44481266,0.040387955,0.0019488658290356398,0.013988569378852844,-0.007303502876311541,0.002556412247940898,-0.0031687808223068714,0.04907573387026787,-0.9987867474555969,-0.051618896424770355
18,0.50196224,0.022427857,0.44443107,0.040387955,0.0017926770960912108,0.015391530469059944,-0.00847218744456768,0.0025168736465275288,-0.003314244793727994,0.04627666994929314,-0.9989199638366699,-0.051603786647319794
19,0.5021504,0.023144359,0.44418246,0.040387955,0.0016104810638353229,0.016506941989064217,-0.00937536358833313,0.002414877060800791,-0.0033383986447006464,0.04465053603053093,-0.9989941716194153,-0.0516824945807457
20,0.5025981,0.02586542,0.4430435,0.04038861,0.0009948580991476774,0.016922418028116226,-0.010166553780436516,0.0023407854605466127,-0.0036948632914572954,0.04161049425601959,-0.9991243481636047,-0.05163971334695816
21,0.50266206,0.026254706,0.4428609,0.04038861,0.0008469141321256757,0.01810140162706375,-0.010948988609015942,0.002330914605408907,-0.003735305042937398,0.040562208741903305,-0.9991673231124878,-0.05161766707897186
22,0.50271857,0.02660146,0.44269753,0.04038861,0.0007483736844733357,0.018538782373070717,-0.011268144473433495,0.0023164204321801662,-0.0037691958714276552,0.039662785828113556,-0.9992033243179321,-0.051606643944978714
23,0.50289655,0.027811892,0.44212484,0.04038861,0.0005239183083176613,0.018060626462101936,-0.011142817325890064,0.002248527482151985,-0.003879582742229104,0.03741747885942459,-0.9992896318435669,-0.05162079632282257
24,0.5032329,0.030278258,0.4409586,0.04038861,-0.00024486411712132394,0.01912723109126091,-0.012070518918335438,0.002164619043469429,-0.004105525091290474,0.03690996766090393,-0.9993078112602234,-0.05161009356379509
25,0.5034362,0.031675596,0.44027233,0.04038861,-0.000808883341960609,0.020566096529364586,-0.013082599267363548,0.002111571840941906,-0.004213416017591953,0.035473208874464035,-0.9993594884872437,-0.05166177451610565
26,0.5036178,0.033480525,0.43933612,0.04038861,-0.0013249876210466027,0.021304534748196602,-0.013663619756698608,0.002104235580191016,-0.004416623152792454,0.03414697200059891,-0.9994048476219177,-0.051689229905605316
27,0.50379556,0.035859354,0.43805936,0.04038861,-0.0018988191150128841,0.022056950256228447,-0.01424877718091011,0.0020497506484389305,-0.004594349302351475,0.03420799970626831,-0.9994020462036133,-0.05169452726840973
28,0.50389105,0.03782346,0.4369892,0.04038861,-0.0023223883472383022,0.02314509078860283,-0.01497521810233593,0.001999038038775325,-0.00473360950127244,0.032998956739902496,-0.9994421601295471,-0.05168747901916504
29,0.5039441,0.04015063,0.43568435,0.04038861,-0.002657980425283313,0.023846803233027458,-0.015375453047454357,0.0019754385575652122,-0.004845881834626198,0.03186096251010895,-0.9994786381721497,-0.051616109907627106
30,0.50394225,0.04215443,0.43455377,0.040388282,-0.0028770018834620714,0.02410203032195568,-0.015508875250816345,0.0018243547528982162,-0.0046790242195129395,0.03042708709836006,-0.9995243549346924,-0.05161013826727867
31,0.5038519,0.04506605,0.43272907,0.040388282,-0.003000643802806735,0.02419046126306057,-0.015327345579862595,0.0014721766347065568,-0.004064307548105717,0.02893715165555477,-0.9995718598365784,-0.05144107714295387
32,0.5036956,0.0474009,0.43114355,0.040388282,-0.0030025991145521402,0.025211889296770096,-0.015652406960725784,0.0012407238828018308,-0.0036942237056791782,0.02889552339911461,-0.9995748400688171,-0.05130211263895035
33,0.50351816,0.04926261,0.4299198,0.040388282,-0.0029257580172270536,0.026148321107029915,-0.016064917668700218,0.0011664796620607376,-0.0036368409637361765,0.02852698601782322,-0.999585747718811,-0.051232386380434036
34,0.5033053,0.05175345,0.42842022,0.040388282,-0.0027383153792470694,0.02654525823891163,-0.0163679551333189,0.0010278042173013091,-0.003465674351900816,0.027903804555535316,-0.9996041059494019,-0.05108903720974922
35,0.50307316,0.054443486,0.42673758,0.040388282,-0.0025195481721311808,0.026754532009363174,-0.016645153984427452,-0.0008262592018581927,0.0032787956297397614,-0.027274100109934807,0.9996222853660583,-0.05121583491563797
36,0.50283784,0.056837205,0.42517325,0.023770677,-0.002274688333272934,0.026860211044549942,-0.016841603443026543,-0.0006061955355107784,0.003042124444618821,-0.02614346519112587,0.9996533989906311,-0.017819296568632126
37,0.50251335,0.05939715,0.42353976,0.023770677,-0.0019456194713711739,0.02588648535311222,-0.01633400470018387,-0.0004267617769073695,0.002848678966984153,-0.024081656709313393,0.9997058510780334,-0.01781948283314705
38,0.5018241,0.065407954,0.41983613,0.023770677,-0.001321519841440022,0.02475525066256523,-0.016183383762836456,8.006060670595616e-05,0.0018919054418802261,-0.024887286126613617,0.999688446521759,-0.016959121450781822
39,0.50122213,0.069556706,0.4170546,0.016420607,-0.0007531938026659191,0.024502422660589218,-0.01639309525489807,0.00041988497832790017,0.0012749696616083384,-0.02331334352493286,0.9997273087501526,-0.001401240355335176
40,0.50082844,0.07344727,0.41447663,0.016420607,-0.0003192684962414205,0.02391190640628338,-0.016610154882073402,0.000572653254494071,0.0010755228577181697,-0.02201320417225361,0.999756932258606,-0.0006745802238583565
41,0.5006665,0.07727404,0.41189012,0.016420607,0.00015313066251110286,0.023152196779847145,-0.017106039449572563,0.0005715579027310014,0.0010147849097847939,-0.020257459953427315,0.9997941255569458,5.568784399656579e-05
42,0.5005292,0.08089507,0.40926278,0.016420607,0.0009334096685051918,0.022272586822509766,-0.017672404646873474,0.00044053856981918216,0.0011386111145839095,-0.017750514671206474,0.9998416900634766,0.0007286114268936217
43,0.50050575,0.081694655,0.40868792,0.016420607,0.0013390348758548498,0.022970838472247124,-0.01891612447798252,0.0004585229617077857,0.0010618793312460184,-0.017528194934129715,0.9998456835746765,0.0011267916997894645
44,0.50052226,0.082044974,0.40837035,0.016420607,0.0015135855646803975,0.02336943708360195,-0.019507844001054764,0.00046505077625624835,0.0010201212717220187,-0.017209136858582497,0.9998512864112854,0.0013258819235488772
45,0.5007452,0.08743241,0.4035529,0.015166373,0.00231804046779871,0.01963943801820278,-0.017697080969810486,0.00046438968274742365,3.218507845303975e-05,-0.013266144320368767,0.999911904335022,0.0044565326534211636
46,0.5009427,0.0904041,0.40051818,0.015166373,0.0032015331089496613,0.017976338043808937,-0.01772039383649826,0.00013545199180953205,4.753630855702795e-05,-0.010891190730035305,0.9999406933784485,0.004867613781243563
47,0.5013923,0.09344505,0.3976983,0.015166373,0.003923235461115837,0.015912087634205818,-0.0183403417468071,0.00012433866504579782,-6.982732156757265e-05,0.00778325367718935,-0.9999697208404541,0.005311051849275827
48,0.50184786,0.095670916,0.39530095,0.015166373,0.004569839220494032,0.014248636551201344,-0.01925860345363617,0.0003794850199483335,-0.0001283417659578845,0.006304727401584387,-0.9999800324440002,0.005661224480718374
49,0.5025489,0.09796357,0.39224187,0.01470999,0.004985334817320108,0.012288691475987434,-0.019380532205104828,0.0007472948054783046,-0.00025171012384817004,0.005225654225796461,-0.9999860525131226,0.0068289125338196754
50,0.50334394,0.09974881,0.3894846,0.01465089,0.005298018455505371,0.010723398067057133,-0.019694851711392403,0.0008419312071055174,0.00022754273959435523,0.003859391203150153,-0.9999921917915344,0.007164094131439924
51,0.5036523,0.10044978,0.38823757,0.01465089,0.005828478839248419,0.01017641182988882,-0.020697202533483505,0.000904158572666347,0.0004126776475459337,0.003510552691295743,-0.9999933242797852,0.007287176325917244
52,0.50389975,0.10086307,0.3873413,0.01465089,0.006180489435791969,0.009889256209135056,-0.021391531452536583,0.001009877654723823,0.00040347862523049116,0.0032791844569146633,-0.9999940395355225,0.007422878406941891
53,0.5040158,0.10111483,0.38672605,0.01465089,0.006423753686249256,0.009755210019648075,-0.021783167496323586,0.0010784704936668277,0.0004071165167260915,0.002641212660819292,-0.9999958276748657,0.007500425912439823
54,0.50456154,0.10206818,0.38459885,0.01465089,0.006423998158425093,0.008967873640358448,-0.02104136534035206,0.0012754220515489578,0.0005191167001612484,0.002489759586751461,-0.9999959468841553,0.007599875330924988
55,0.5050603,0.10289755,0.38269424,0.01465089,0.006569479592144489,0.008348272182047367,-0.02065688744187355,0.0014700120082125068,0.0005809041322208941,0.0023441466037184,-0.9999960064888,0.007706137839704752
56,0.50566834,0.10370256,0.38056663,0.01465089,0.006676404271274805,0.007788810413330793,-0.020076993852853775,0.001701280241832137,0.0006470406660810113,0.00201401230879128,-0.9999963045120239,0.007827027700841427
57,0.50624156,0.10445893,0.37846497,0.015231055,0.006852084305137396,0.007308688946068287,-0.019445806741714478,0.001955782761797309,0.0005827084532938898,0.001985280541703105,-0.9999959468841553,0.0067746397107839584
58,0.5068054,0.10513726,0.376497,0.015231055,0.007041294593364,0.006932592950761318,-0.01882450468838215,0.0021279379725456238,0.0005694073624908924,0.0022583738900721073,-0.9999950528144836,0.00682125985622406
59,0.5074135,0.1057923,0.37471995,0.015231055,0.007184341084212065,0.0066105518490076065,-0.018274033442139626,0.0021263344679027796,0.0009036405244842172,0.002355992328375578,-0.9999945759773254,0.0068531157448887825
60,0.5080172,0.10649181,0.37298015,0.015231055,0.007336582988500595,0.0062635852955281734,-0.017656970769166946,0.0020471038296818733,0.0013425390934571624,0.002469421364367008,-0.9999939799308777,0.006885642185807228
61,0.5085933,0.107141376,0.37116125,0.015231055,0.00748042156919837,0.006021601613610983,-0.01688643917441368,0.0020585127640515566,0.0015447379555553198,0.0027713212184607983,-0.999992847442627,0.006891551427543163
62,0.50919574,0.10787073,0.36910066,0.015231055,0.007501290645450354,0.0057096281088888645,-0.015701700001955032,0.0021657245233654976,0.001549917971715331,0.0026851522270590067,-0.999992847442627,0.006901060696691275
63,0.5096888,0.10833384,0.3676619,0.01741283,0.007662695366889238,0.005764331202954054,-0.01515331119298935,0.0022228658199310303,0.0015897693810984492,0.0029710407834500074,-0.9999918341636658,0.0024857954122126102
64,0.510441,0.10890131,0.3657637,0.01741283,0.007802821230143309,0.0059372177347540855,-0.014333459548652172,0.002262800233438611,0.001741310115903616,0.0033450189512223005,-0.9999903440475464,0.0024791050236672163
65,0.5108936,0.10924363,0.36471817,0.01741283,0.008088033646345139,0.006212683394551277,-0.01411777175962925,0.0022519798949360847,0.0018440216081216931,0.0036184422206133604,-0.9999892115592957,0.0023946042638272047
66,0.51150256,0.10973258,0.36336917,0.01741283,0.00831395760178566,0.00636633625254035,-0.013566463254392147,0.0022048649843782187,0.0019311123760417104,0.003909185994416475,-0.9999880790710449,0.002337015001103282
67,0.51212144,0.11026194,0.36191383,0.01741283,0.008632933720946312,0.0064941998571157455,-0.01284908875823021,0.002185054123401642,0.0019077615579590201,0.004061429761350155,-0.9999875426292419,0.0022505689412355423
68,0.5126951,0.110800266,0.36073682,0.01741283,0.009115061722695827,0.00660866079851985,-0.012354019097983837,0.002098411088809371,0.002076186006888747,0.004086771979928017,-0.9999873042106628,0.0022183118853718042
69,0.51331407,0.11135013,0.35959578,0.01787578,0.009498625993728638,0.006617345847189426,-0.011779769323766232,0.002009049756452441,0.002286248141899705,0.004004882648587227,-0.9999873638153076,0.001242264173924923
70,0.5140702,0.11200251,0.3582948,0.01787578,0.009903461672365665,0.006534585263580084,-0.011044953018426895,0.0018191207200288773,0.0026435882318764925,0.003853623289614916,-0.9999874234199524,0.0011757811298593879
71,0.51468205,0.11249863,0.35729143,0.01787578,0.010204088874161243,0.006470756139606237,-0.010475976392626762,0.0016296576941385865,0.0029114841017872095,0.003610016079619527,-0.9999879002571106,0.0011505959555506706
72,0.5157154,0.113290295,0.35579443,0.01787578,0.010780869983136654,0.006335314363241196,-0.009695491753518581,0.0014239023439586163,0.0030311131849884987,0.0031578305643051863,-0.99998939037323,0.0010352449025958776
73,0.51759607,0.11463843,0.35380223,0.01787578,0.010900993831455708,0.0057128919288516045,-0.008674894459545612,0.0013858262682333589,0.002583251567557454,0.0018792861374095082,-0.9999939203262329,0.001032225787639618
74,0.5184393,0.11522247,0.3530787,0.01787578,0.011583312414586544,0.0056966752745211124,-0.008841467089951038,0.0013314199168235064,0.00237454054877162,0.0009968782542273402,-0.999995768070221,0.0008626531925983727
75,0.5189699,0.11553419,0.35266247,0.01787578,0.012051951140165329,0.005762632470577955,-0.009058802388608456,0.0013086037943139672,0.002281604101881385,0.0006248696590773761,-0.9999963641166687,0.0008248673402704298
76,0.51943535,0.11577105,0.3522852,0.01787578,0.012292647734284401,0.005788555834442377,-0.009199457243084908,0.001290928921662271,0.0021539265289902687,0.0005424651317298412,-0.9999967217445374,0.0008104267180897295
77,0.5206137,0.11637732,0.35138348,0.01787578,0.011556679382920265,0.00534813990816474,-0.00863608531653881,0.0011809160932898521,0.0018439292907714844,0.0005220401799306273,-0.9999974370002747,0.0008278529276140034
78,0.52242625,0.117339335,0.35013273,0.01787578,0.01061200350522995,0.004781662952154875,-0.008567788638174534,0.0009144350187852979,0.0015266237314790487,-0.001027416903525591,-0.9999979138374329,0.0007356739370152354
79,0.52286834,0.11756028,0.34979492,0.017918134,0.010650666430592537,0.004779852461069822,-0.008945553563535213,0.0008505097357556224,0.0014367668190971017,-0.0009711795719340444,-0.999998152256012,0.000606542220339179
80,0.5240011,0.118168294,0.34880143,0.017918134,0.0098947212100029,0.004350004717707634,-0.008690771646797657,0.0006487080245278776,0.0010713881347328424,-0.0006615162710659206,-0.9999989867210388,0.0004987863940186799
81,0.5249283,0.118651636,0.34801582,0.017918134,0.009263494051992893,0.004038872662931681,-0.008834761567413807,0.00044278227142058313,0.0008033567573875189,-0.0007902880315668881,-0.9999992847442627,0.00048613062244839966
82,0.5269943,0.11958004,0.3460842,0.018375503,0.00751277944073081,0.0033219936303794384,-0.008846581913530827,0.00025237235240638256,0.0005597905837930739,-0.0018246453255414963,-0.999998152256012,-0.0004791878454852849
83,0.52745074,0.11976871,0.3456674,0.018375503,0.007237197365611792,0.0032618148252367973,-0.00970560684800148,0.00021268667478580028,0.0005862506804987788,-0.002221113769337535,-0.9999973177909851,-0.0005343729280866683
84,0.5276891,0.11987566,0.34538335,0.018375503,0.007087762467563152,0.003207926172763109,-0.010320569388568401,0.00022712000645697117,0.0005562686710618436,-0.0018450816860422492,-0.9999980926513672,-0.0006167255924083292
85,0.5283966,0.12013352,0.34450287,0.018375503,0.006437460891902447,0.002971684094518423,-0.01047272514551878,0.00030883311410434544,0.00048061509733088315,-0.0023923902772367,-0.9999969601631165,-0.0005895852227695286
86,0.5291499,0.120480046,0.34344882,0.018375503,0.005647245794534683,0.002567284507676959,-0.010479377582669258,0.0004275906248949468,0.00028228070004843175,-0.0027889192570000887,-0.9999960064888,-0.000608817907050252
87,0.5298229,0.12071782,0.3424528,0.01844938,0.004822195507586002,0.0022353404201567173,-0.010390804149210453,0.0005402499227784574,8.321175118908286e-05,-0.0025809258222579956,-0.999996542930603,-0.0007685650489293039
88,0.5304402,0.12095074,0.34144166,0.01844938,0.003913945518434048,0.001865954021923244,-0.01039750874042511,0.0005731371347792447,5.0082406232832e-05,-0.0029798168689012527,-0.9999954104423523,-0.0007815926219336689
89,0.5310079,0.121201314,0.34014076,0.01844938,0.002877606777474284,0.0014256718568503857,-0.010268006473779678,0.0005070849438197911,-4.92650578962639e-05,-0.002558243926614523,-0.9999966025352478,-0.0007832832052372396
90,0.53133106,0.12137153,0.3391182,0.01844938,0.002053680131211877,0.0010808795923367143,-0.0104226591065526,0.00041388862882740796,-9.997082088375464e-05,-0.002372079761698842,-0.999997079372406,-0.0007988789584487677
91,0.53180534,0.12169245,0.33707142,0.01844938,0.0009057270362973213,0.0005947641329839826,-0.009958932176232338,0.00040718683158047497,-0.00037368209450505674,-0.001959288725629449,-0.9999979138374329,-0.0008403203682973981
92,0.53210646,0.12186431,0.33563766,0.018211009,-0.00011633049143711105,0.0003369653131812811,-0.010254899971187115,0.00045265123480930924,-0.00046320821275003254,-0.0019750420469790697,-0.9999978542327881,-0.0003469337825663388
93,0.5322101,0.12193875,0.33494934,0.018211009,-0.0006845677853561938,0.00026778512983582914,-0.010742985643446445,0.00047352127148769796,-0.0005114818341098726,-0.0017930458998307586,-0.999998152256012,-0.0003570307744666934
94,0.5323265,0.121998176,0.33421576,0.018211009,-0.001106202369555831,0.00031676667276769876,-0.010900542140007019,0.000502450973726809,-0.0006602178327739239,-0.0017190101789310575,-0.999998152256012,-0.00035448631388135254
95,0.53257626,0.12217911,0.33246082,0.018211009,-0.0016344673931598663,0.0005139828426763415,-0.010214146226644516,0.00047770337550900877,-0.0009739621891640127,-0.0015717005589976907,-0.999998152256012,-0.00033121873275376856
96,0.5327802,0.12241756,0.33077657,0.018189995,-0.002013320568948984,0.0008598146960139275,-0.009520473890006542,0.0005627286736853421,-0.001250652247108519,-0.0009924261830747128,-0.9999985694885254,-0.0003023147874046117
97,0.5328249,0.12250538,0.33014476,0.018189995,-0.002114266622811556,0.001231077709235251,-0.009523756802082062,0.0005982664879411459,-0.0013665043516084552,-0.0007573318434879184,-0.9999986290931702,-0.00032832156284712255
98,0.5328352,0.122636124,0.32953084,0.018189995,-0.0021069298963993788,0.0015077413991093636,-0.009368548169732094,0.0006249731522984803,-0.0014881766401231289,-0.0005225358181633055,-0.9999985694885254,-0.00033121372689493
99,0.5328045,0.122982204,0.32784948,0.018189995,-0.001638316549360752,0.0022591936867684126,-0.008520456030964851,0.0006099206511862576,-0.0017365803942084312,0.0004558981454465538,-0.9999982118606567,-0.0003278845106251538
100,0.5327934,0.12301231,0.3277162,0.018189995,-0.0013395262649282813,0.0028807222843170166,-0.008876853622496128,0.0006169215776026249,-0.0017725150100886822,0.0005142413428984582,-0.9999980926513672,-0.0003266401181463152
101,0.5328032,0.123664655,0.32600304,0.018189995,-0.00029808678664267063,0.0035117892548441887,-0.008015066385269165,0.0007543420069850981,-0.0019621881656348705,0.0004186732694506645,-0.9999976754188538,-0.0003219674981664866
102,0.53283006,0.12383385,0.32559744,0.018189995,0.0004250860947649926,0.004195208195596933,-0.008158739656209946,0.0007838946185074747,-0.001961279893293977,0.00044398289173841476,-0.9999976754188538,-0.0003117976593784988
103,0.5328565,0.12398569,0.32528925,0.018189995,0.0009221312357112765,0.004614849574863911,-0.00820226687937975,0.0008212307584472001,-0.001968899043276906,0.00015188644465524703,-0.9999977350234985,-0.00031758600380271673
104,0.53306466,0.12493717,0.32371452,0.01807278,0.0020188631024211645,0.005032258573919535,-0.007384900934994221,0.0008108961046673357,-0.0015919968718662858,0.00039301833021454513,-0.9999983310699463,-7.470867421943694e-05
105,0.5331267,0.12523367,0.32326424,0.01807278,0.0028049915563315153,0.005654672160744667,-0.00744154816493392,0.000796476670075208,-0.00146300729829818,0.0006865040049888194,-0.9999983906745911,-3.8126912841107696e-05
106,0.5331921,0.12544258,0.32291704,0.01807278,0.003359326161444187,0.0061660450883209705,-0.007538588251918554,0.000821269815787673,-0.0014134168159216642,0.0005503527354449034,-0.9999985098838806,-3.1629984732717276e-05
107,0.5333569,0.12594274,0.3222392,0.01807278,0.0036574972327798605,0.006251907907426357,-0.007225412875413895,0.0007622374687343836,-0.0010800111340358853,0.0012195056769996881,-0.9999983906745911,-4.52042804681696e-05
108,0.53367347,0.12717153,0.32045954,0.01807278,0.0044851661659777164,0.006400215905159712,-0.006710362620651722,0.0005205725901760161,-0.0003115468716714531,0.0005306405946612358,-0.9999997019767761,-8.533536311006173e-05
109,0.5337907,0.12761715,0.31988525,0.01807278,0.005221756175160408,0.0068866112269461155,-0.007119200192391872,0.0004264857852831483,-0.0001344612828688696,0.0006142256315797567,-0.9999997019767761,-0.00019385536143090576
110,0.5339176,0.12797795,0.31944886,0.01807278,0.005734478589147329,0.007145803887397051,-0.007426301017403603,0.00035115977516397834,-1.4503654711006675e-05,0.00040753933717496693,-0.9999998807907104,-0.000250389042776078
111,0.5340813,0.12835698,0.31903535,0.01807278,0.006050928495824337,0.007183888461440802,-0.007625320460647345,0.00021811597980558872,0.00017207913333550096,0.0006994445575401187,-0.9999997019767761,-0.0002835142659023404
112,0.53466094,0.12968458,0.3175035,0.01807278,0.0066245682537555695,0.006459238473325968,-0.007331348489969969,-0.00023338220489677042,0.0009120295289903879,-0.0008615799015387893,-0.9999991655349731,-0.00029946869472041726
113,0.53515846,0.13066761,0.31626007,0.018060632,0.007545022759586573,0.00599509896710515,-0.007373111788183451,0.0007257719989866018,-0.001799698919057846,0.0019260068656876683,0.9999962449073792,-0.0003574051079340279
114,0.53577733,0.13152106,0.3149857,0.018060632,0.008323755115270615,0.00556360837072134,-0.007220467086881399,0.0009178069303743541,-0.0022461009211838245,0.0024984939955174923,0.9999939203262329,-0.0004973406903445721
115,0.5366225,0.13222499,0.31389067,0.018046513,0.008873687125742435,0.00526541518047452,-0.007228769361972809,0.0008237029542215168,-0.002282453468069434,0.0026453915052115917,0.9999935626983643,-0.0006061239982955158
116,0.53686285,0.13240166,0.3136216,0.018046513,0.009395360946655273,0.005299403332173824,-0.007586229592561722,0.0007658894755877554,-0.002235133433714509,0.00217880099080503,0.9999948143959045,-0.0007071273284964263
117,0.5379737,0.13299598,0.31268904,0.018046513,0.00912154745310545,0.0049464707262814045,-0.00737680634483695,-0.00048524391604587436,0.00211629131808877,-0.0023870328441262245,-0.9999948143959045,-0.0008825684199109674
118,0.5387583,0.13342275,0.3120554,0.018046513,0.00909279566258192,0.004743810743093491,-0.007429983466863632,-0.00026835958124138415,0.0020058497320860624,-0.002722047735005617,-0.9999942183494568,-0.0009677864145487547
119,0.5403282,0.13415794,0.31070605,0.018048154,0.008478059433400631,0.004287172574549913,-0.006932887248694897,4.7608067688997835e-05,0.0016860675532370806,-0.0034664617851376534,-0.9999925494194031,-0.0013133088359609246
120,0.5417699,0.13484405,0.3095621,0.018048154,0.007907700724899769,0.003855000715702772,-0.006655474193394184,0.00022088564583100379,0.0014434067998081446,-0.003329846542328596,-0.9999933838844299,-0.0016053974395617843
121,0.54299116,0.13549468,0.30862054,0.018048154,0.0074400571174919605,0.0034503182396292686,-0.006574077997356653,0.0002981033467222005,0.0012630930868908763,-0.0031851741950958967,-0.9999940991401672,-0.0018063869792968035
122,0.5436471,0.13583446,0.30806613,0.018048154,0.007293317466974258,0.0033138480503112078,-0.006722540594637394,0.00030382259865291417,0.0011107114842161536,-0.002511858008801937,-0.9999961853027344,-0.0020451052114367485
123,0.5443354,0.13619235,0.30746567,0.018048154,0.0069982982240617275,0.0031380399595946074,-0.006688300054520369,0.000313885131618008,0.0009529568487778306,-0.0027165457140654325,-0.9999958276748657,-0.0023803371004760265
124,0.5455977,0.13678478,0.3063492,0.017815039,0.006066184025257826,0.002758632879704237,-0.00633070757612586,0.0003656415792647749,0.0006165562081150711,-0.0025883757043629885,-0.9999963641166687,-0.00265841418877244
125,0.5459087,0.13690953,0.30606934,0.017815039,0.0059292009100317955,0.002766599180176854,-0.006555864121764898,0.00034887297078967094,0.0005263049970380962,-0.00247788499109447,-0.9999967217445374,-0.0031291674822568893
126,0.546062,0.13698563,0.3059687,0.017815039,0.00582626648247242,0.0027445664163678885,-0.006764555815607309,0.00031036100699566305,0.0005191927775740623,-0.0018426432507112622,-0.9999980926513672,-0.0033493570517748594
127,0.54638743,0.13712502,0.3055561,0.017815039,0.00552718760445714,0.0026621450670063496,-0.006618797313421965,0.00035028980346396565,0.00041112324106507003,-0.0016731934156268835,-0.9999984502792358,-0.003634347813203931
128,0.5473844,0.13765517,0.3044461,0.017815039,0.004541985224932432,0.0022730561904609203,-0.006009640172123909,0.0003917473368346691,0.00020862532255705446,-0.0010379322338849306,-0.9999993443489075,-0.003986082971096039
129,0.54818213,0.13807245,0.303645,0.017815039,0.003773030126467347,0.001979574328288436,-0.005819531157612801,0.00034878900623880327,2.5621253371355124e-05,-0.00045038340613245964,-0.9999998211860657,-0.004213949665427208
130,0.54853904,0.13824509,0.30331144,0.017815039,0.0034518137108534575,0.001854327623732388,-0.005962311755865812,0.00030450502526946366,-4.8937363317236304e-05,-0.0003962439077440649,-0.9999998807907104,-0.004369689617305994
131,0.5487129,0.13834095,0.30306098,0.017815039,0.0033037839457392693,0.0017526235897094011,-0.006067699287086725,0.00032648773049004376,-0.0001389903191011399,-0.0004915637546218932,-0.9999998211860657,-0.004490419290959835
